fc5g3363ef573g1577,FC5 G3363 Ef573g 1577,Provenance Online Project
mammotrectussuperbibliam,Mammotrectus super Bibliam,ebroadwe
eca100894h,EC A100 894h,Provenance Online Project
petroliniettore18841936,"Petrolini, Ettore, 1884-1936",adicel79
davischarlesnice,"Davis, Charles Nice",adicel79
weigeloswald,"Weigel, Oswald",ebroadwe
gasparrifrancescomaria16791735,"Gasparri, Francesco Maria, 1679-1735",adicel79
diuusclarigradus,Diuus clari gradus,Provenance Online Project
pipparelligiovannigualberto,"Pipparelli, Giovanni Gualberto",Provenance Online Project
istcia01192000,ISTC ia01192000,ebroadwe
stockejohannes,"Stocke, Johannes",noonie86
bischoffferdinand18261915,"Bischoff, Ferdinand, 1826-1915",Provenance Online Project
sc5g9392en599a1604,SC5 G9392 En599a 1604,Provenance Online Project
ordredesaintmichel,Ordre de Saint-Michel,ebroadwe
pinzifilippoactive14901530,"Pinzi, Filippo, active 1490-1530",ebroadwe
grcar466381591,GrC Ar466.38 1591,Provenance Online Project
igiunti,I Giunti,Provenance Online Project
steinbergerleonhardmichael17191766,"Steinberger, Leonhard Michael, 1719-1766",Provenance Online Project
woodcutborders,Woodcut borders,Provenance Online Project
astledaniel17431826,"Astle, Daniel, 1743-1826",adicel79
ec8ab258841r,EC8 Ab258 841r,Provenance Online Project
koelhoffjohann1493,"Koelhoff, Johann, -1493",ebroadwe
grcar466ef181577,GrC Ar466 Ef18 1577,Provenance Online Project
ic55p2727595d,IC55 P2727 595d,Provenance Online Project
monkeys,Monkeys,Provenance Online Project
jesuitenkollegaugsburg,Jesuitenkolleg Augsburg,adicel79
loyopedrode,"Loyo, Pedro de",adicel79
ec85k6284899d,EC85 K6284 899d,Provenance Online Project
istcis00830000,ISTC is00830000,ebroadwe
baldwinjohn,"Baldwin, John",Provenance Online Project
incj667,Inc J-667,Provenance Online Project
incj660,Inc J-660,Provenance Online Project
garsaminngermany,Gars am Inn (Germany),ebroadwe
brownjbarryjohnbarrymeredithb1885,"Brown, J. Barry (John Barry Meredith), b. 1885",miglpenn
mugelloaltomugellovaldisieveitaly,Mugello-Alto Mugello-Val di Sieve (Italy),noonie86
gc55l1960w583e,GC55 L1960 W583e,Provenance Online Project
ec65of402685o,EC65 Of402 685o,Provenance Online Project
charlesvholyromanemperor15001558,"Charles V, Holy Roman Emperor, 1500-1558",Provenance Online Project
leoncinusludovicus,"Leoncinus, Ludovicus",ebroadwe
chiesadisanfilipponeri,Chiesa di San Filippo Neri,ebroadwe
inca1046folio,Inc A-1046 Folio,Provenance Online Project
grcis73ef91587,GrC Is73 Ef9 1587,Provenance Online Project
fcr9313834c,FC R9313 834c,Provenance Online Project
hurncourt,Hurn Court,Provenance Online Project
rothw,"Roth, W.",ebroadwe
boccacciorainerusde,"Boccaccio, Rainerus de",Provenance Online Project
ic55g9306578s1581folio,IC55 G9306 578s 1581 Folio,Provenance Online Project
pinecones,Pinecones,Provenance Online Project
kleinesdestillierbuch,Kleines Destillierbuch,ebroadwe
bishopcortlandtfcortlandtfield18701935,"Bishop, Cortlandt F. (Cortlandt Field), 1870-1935",ebroadwe
papalarms,Papal arms,Provenance Online Project
ec6m3866632f,EC6 M3866 632f,Provenance Online Project
grcae880ef519,GrC Ae880 Ef519,Provenance Online Project
gc6b8385602w,GC6 B8385 602w,Provenance Online Project
ic6b7329617s,IC6 B7329 617s,Provenance Online Project
groligmoriz18731949,"Grolig, Moriz, 1873-1949",ebroadwe
incv261folio,Inc V-261 Folio,Provenance Online Project
ibnserapionyúhānnāactive9thcentury,"Ibn Serapion, Yúhānnā, active 9th century",ebroadwe
cirillobernardino15001575,"Cirillo, Bernardino, 1500-1575",Provenance Online Project
dellaroverefamily,Della Rovere family,Provenance Online Project
ac8w7458814o,AC8 W7458 814o,Provenance Online Project
haggenmillerhanns,"Haggenmiller, Hanns",ebroadwe
ec6a100614e,EC6 A100 614e,Provenance Online Project
kalckhovenjost1669,"Kalckhoven, Jost, -1669",ebroadwe
eliasimlinushailbronnensis,Elias Imlinus Hailbronnensis,Provenance Online Project
merianmatthaeus15931650,"Merian, Matthaeus, 1593-1650",Provenance Online Project
theatines,Theatines,adicel79
norrisjosephpjosephparker17631841,"Norris, Joseph P. (Joseph Parker), 1763-1841",Provenance Online Project
ec65ox224u660e1661,EC65 Ox224U 660e 1661,Provenance Online Project
froschauerchristophd1564,"Froschauer, Christoph, d. 1564",ebroadwe
vergeriopietropaolo13701444,"Vergerio, Pietro Paolo, 1370-1444",ebroadwe
knoblochjohannd1528,"Knobloch, Johann, d. 1528",ebroadwe
vancortlandtofcanada,Van Cortlandt of Canada,Provenance Online Project
ac7a100787s,AC7 A100 787s,Provenance Online Project
trotter,Trotter,miglpenn
latcc485521546,LatC C4855.2 1546,Provenance Online Project
collègedeclermontparisfrance,"Collège de Clermont (Paris, France)",adicel79
transylvaniaromania,Transylvania (Romania),Kenan Jaffe
grcep425ei564b,GrC Ep425 Ei564b,Provenance Online Project
gc5f5948549e2,GC5 F5948 549e2,Provenance Online Project
icd235291552,IC D2352.9 1552,Provenance Online Project
decretumgratiani,Decretum Gratiani,Provenance Online Project
bracegirldehenry16431703,"Bracegirlde, Henry, 1643-1703",adicel79
bibliothecaheberiana,Bibliotheca Heberiana,ebroadwe
gc5k8556550v,GC5 K8556 550v,Provenance Online Project
ic55m3884557s,IC55 M3884 557s,Provenance Online Project
wernervonorseln12901330,"Werner, von Orseln, 1290-1330",ebroadwe
edergeorg15241587,"Eder, Georg, 1524-1587",ebroadwe
rennerfranzfl14711483,"Renner, Franz, fl. 1471-1483",ebroadwe
eliottofstobs,Eliott of Stobs,adicel79
camporicesaremarchese18141880,"Campori, Cesare, marchese, 1814-1880",Provenance Online Project
latcv8345ei535dfolio,LatC V8345 Ei535d Folio,Provenance Online Project
lvm,L V M,Provenance Online Project
kellybinder,Kelly Binder,Provenance Online Project
grcd3998ef151549,GrC D3998 Ef15 1549,Provenance Online Project
senfftmauritius,"Senfft, Mauritius",Provenance Online Project
jeffrey,Jeffrey?,Provenance Online Project
jesuitenkolleg,Jesuitenkolleg,Provenance Online Project
halseywalter18681950,"Halsey, Walter, 1868-1950",Provenance Online Project
grcac464ei560c,GrC Ac464 Ei560c,Provenance Online Project
neroemperorofrome3768,"Nero, Emperor of Rome, 37-68",ebroadwe
bonalduspetrusantonius,"Bonaldus, Petrus Antonius",Provenance Online Project
ec7od307730b,EC7 Od307 730b,Provenance Online Project
homberganderohmgermany,Homberg an der Ohm (Germany),ebroadwe
kislakcenter,Kislak Center,Provenance Online Project
fc6d4617c623,FC6 D4617 C623,Provenance Online Project
ic6b2924eg850p,IC6 B2924 Eg850p,Provenance Online Project
pegorier,Pegorier,Provenance Online Project
stadtbibliotheknürnberg,Stadtbibliothek Nürnberg,ebroadwe
lippertschebuchhandlungundhalleschesantiquariat,Lippertsche Buchhandlung und Hallesches Antiquariat,noonie86
cm,C.M.,Provenance Online Project
ac7p1657w819h,AC7 P1657 W819h,Provenance Online Project
zeilfelderbartholomaeus,"Zeilfelder, Bartholomaeus",adicel79
ic65sc742683h1684folio,IC65 Sc742 683h 1684 Folio,Provenance Online Project
ic55in805564d,IC55 In805 564d,Provenance Online Project
istcih00017000,ISTC ih00017000,ebroadwe
kollegiumbeistannaaugsburg,Kollegium bei St. Anna (Augsburg),Provenance Online Project
librairieraymondclavreuil,Librairie Raymond Clavreuil,noonie86
bibliotecadeippserviti,Biblioteca dei PP. Serviti,adicel79
publishersdevices,Publishers' devices,Provenance Online Project
franziskanerklosterstanna,Franziskanerkloster St. Anna,Provenance Online Project
naumannjohannfriedrich,"Naumann, Johann Friedrich",Provenance Online Project
1787,1787,Kenan Jaffe
merendagiuseppe16871767,"Merenda, Giuseppe, 1687-1767",adicel79
latct2725eh11566,LatC T2725 Eh1 1566,Provenance Online Project
ec6al269638h,EC6 Al269 638h,Provenance Online Project
ic5al821548ffolio,IC5 Al821 548f Folio,Provenance Online Project
ic6c7964635m,IC6 C7964 635m,Provenance Online Project
ic55za189562i1573folio,IC55 Za189 562i 1573 Folio,Provenance Online Project
sc7l9799737pfolio,SC7 L9799 737p Folio,Provenance Online Project
masontheodorusbaileymyers18481899,"Mason, Theodorus Bailey Myers, 1848-1899",Provenance Online Project
istcis00596000,ISTC is00596000,ebroadwe
cunojohannes14631513,"Cuno, Johannes, 1463-1513",ebroadwe
lugoitaly,Lugo (Italy),Provenance Online Project
rosinusstephan14701548,"Rosinus, Stephan, 1470-1548",Provenance Online Project
grcar466111596,GrC Ar466.11 1596,Provenance Online Project
meissengermanylandkreis,Meissen (Germany : Landkreis),ebroadwe
gc6b6334eg662r,GC6 B6334 Eg662r,Provenance Online Project
ec75g5185813m1814,EC75 G5185 813m 1814,Provenance Online Project
felixsaintbishopoftubyza303,"Felix, Saint, Bishop of Tubyza, -303",ebroadwe
fiorentinimichelevincenzo,"Fiorentini, Michele Vincenzo",adicel79
istcim00810000,ISTC im00810000,ebroadwe
ic6p1974630r,IC6 P1974 630r,Provenance Online Project
andersonhpquincymrs,"Anderson, H. P. Quincy, Mrs.",ebroadwe
gc55ev144554e,GC55 Ev144 554e,Provenance Online Project
bells,Bells,Provenance Online Project
ic55t7238eh686c,IC55 T7238 Eh686c,Provenance Online Project
carthusianinscriptions,Carthusian inscriptions,Provenance Online Project
ech4154k927c,EC H4154 K927c,Provenance Online Project
valsecchispetrusde,"Valsecchis, Petrus de",Provenance Online Project
ic6d1974eh675v1685,IC6 D1974 Eh675v 1685,Provenance Online Project
sc6b7399604b,SC6 B7399 604b,Provenance Online Project
oultremanhenrid15461605,"Oultreman, Henri d', 1546-1605",adicel79
gc5f5948559v,GC5 F5948 559v,Provenance Online Project
wilsonhiramab1812,"Wilson, Hiram A., b. 1812",Provenance Online Project
rottenbuchoberbayerngermany,"Rottenbuch (Oberbayern, Germany)",ebroadwe
fonsecamagalhãesluizdorêgobarretodacondedoalmarjão18741950,"Fonseca Magalhães, Luiz do Rêgo Barreto da, conde do Almarjão, 1874-1950",noonie86
gc7w8326755k,GC7 W8326 755k,Provenance Online Project
ic55t6393566m1567,IC55 T6393 566m 1567,Provenance Online Project
ic55b6388l592b,IC55 B6388L 592b,Provenance Online Project
bertanogiovanniantoniofl15701612,"Bertano, Giovanni Antonio, fl. 1570-1612",adicel79
blancovaldésantonio,"Blanco Valdés, Antonio",Provenance Online Project
grcar466121619folio,GrC Ar466.12 1619 Folio,Provenance Online Project
istcib00561000,ISTC ib00561000,ebroadwe
ecv6163605r1634,EC V6163 605r 1634,Provenance Online Project
bouthillierchavigny,Bouthillier Chavigny,Provenance Online Project
censorededitions,Censored editions,Provenance Online Project
ic55c2420ef581d,IC55 C2420 Ef581d,Provenance Online Project
puteoliitaly,Puteoli (Italy),Provenance Online Project
ic6b1203608r1671,IC6 B1203 608r 1671,Provenance Online Project
partiallyidentified,Partially Identified,evarela856
bassefranzd1582,"Basse, Franz, d. 1582",ebroadwe
rhenanusbeatus14851547,"Rhenanus, Beatus, 1485-1547",Provenance Online Project
senf,S. E. N. F.,Provenance Online Project
esterhazygalanthaarms,Esterhazy-Galantha arms,Provenance Online Project
pennypackerisaacrusling18521935,"Pennypacker, Isaac Rusling, 1852-1935",Provenance Online Project
latct118581686,LatC T1185.8 1686,Provenance Online Project
verbeystjanbaptist17701849,"Verbeyst, Jan Baptist 1770-1849",adicel79
mortonsmithmichael,"Morton-Smith, Michael",noonie86
gc5n9324l548m,GC5 N9324L 548m,Provenance Online Project
ic55t1856581a1599,IC55 T1856 581a 1599,Provenance Online Project
bibliothekgrafrantzauoppendorf,Bibliothek Graf Rantzau Oppendorf,adicel79
richterbodo,"Richter, Bodo",adicel79
roermondnetherlands,Roermond (Netherlands),ebroadwe
griffons,Griffons,Provenance Online Project
latcc4855511552folio,LatC C4855.51 1552 Folio,Provenance Online Project
subivanajoseph,"Subivana, Joseph",Provenance Online Project
bordeauxfrance,Bordeaux (France),Provenance Online Project
cosensfwfrederickwilliam18191889,"Cosens, F. W. (Frederick William), 1819-1889",adicel79
sighinolfilino18761956,"Sighinolfi, Lino 1876-1956",adicel79
ebdbw002142,EBDB w002142,ebroadwe
lewisjohnh,"Lewis, John H.",Provenance Online Project
armorialbookplates,Armorial Bookplates,Provenance Online Project
polaccogiorgiofl1644,"Polacco, Giorgio, fl 1644",Provenance Online Project
ketelhodtgerdvon17381814,"Ketelhodt, Gerd von, 1738-1814",Provenance Online Project
collegiumdivinicolai,Collegium Divi Nicolai,ebroadwe
endpapers,Endpapers,Provenance Online Project
heinrichwalpot1208,"Heinrich, Walpot, -1208",ebroadwe
landsbergamlechgermany,Landsberg am Lech (Germany),ebroadwe
ac8f2297847f,AC8 F2297 847f,Provenance Online Project
ic55t1856593c1595,IC55 T1856 593c 1595,Provenance Online Project
ic55t1856593c1594,IC55 T1856 593c 1594,Provenance Online Project
latcj9847ek542b,LatC J9847 Ek542b,Provenance Online Project
istcis00685000,ISTC is00685000,ebroadwe
bibliothecasanctipauligenoaitaly,"Bibliotheca Sancti Pauli (Genoa, Italy)",adicel79
robinsonwilliam,"Robinson, William",Provenance Online Project
cc,CC,Provenance Online Project
grch3677ei582g,GrC H3677 Ei582g,Provenance Online Project
paltasichisandreasdeactive14761493,"Paltasichis, Andreas de, active 1476-1493",Provenance Online Project
ic55t8420595s,IC55 T8420 595s,Provenance Online Project
ic55g9168587a,IC55 G9168 587a,Provenance Online Project
waringsamueljamesbaron18601940,"Waring, Samuel James, Baron, 1860-1940",Provenance Online Project
stockerauaustria,Stockerau (Austria),ebroadwe
mlyc,M L y C,Provenance Online Project
sumfranciscidanielisaurelii,Sum Francisci Danielis Aurelii,Provenance Online Project
latcj9422eh660c,LatC J9422 Eh660c,Provenance Online Project
gc5m9724579u1588,GC5 M9724 579u 1588,Provenance Online Project
ic5b2938545c,IC5 B2938 545c,Provenance Online Project
gc55a100593w,GC55 A100 593w,Provenance Online Project
ecd9112834p,EC D9112 834p,Provenance Online Project
mhp,M. H. P.,Provenance Online Project
fc5d7035539c,FC5 D7035 539c,Provenance Online Project
sc7g7627c750sfolio,SC7 G7627C 750s Folio,Provenance Online Project
gc55a100593b,GC55 A100 593b,Provenance Online Project
gc5f5948562s,GC5 F5948 562s,Provenance Online Project
fuggerphilippeduard15461618,"Fugger, Philipp Eduard, 1546-1618",adicel79
ac7p1657w834t,AC7 P1657 W834t,Provenance Online Project
gc5t7394en555z,GC5 T7394 En555z,Provenance Online Project
caillautantoineactive14831506,"Caillaut, Antoine, active 1483-1506",Provenance Online Project
akipfer,A. Kipfer,Provenance Online Project
ic55c3335579c1631,IC55 C3335 579c 1631,Provenance Online Project
istcim00499000,ISTC im00499000,ebroadwe
incs374folio,Inc S-374 Folio,Provenance Online Project
grossmannlouis18631926,"Grossmann, Louis, 1863-1926",adicel79
ic5st274540t1547,IC5 St274 540t 1547,Provenance Online Project
morelliandrea,"Morelli, Andrea",Provenance Online Project
ic55b5549573c,IC55 B5549 573c,Provenance Online Project
angersfrance,Angers (France),Provenance Online Project
huardcyprien,"Huard, Cyprien",Provenance Online Project
benedictineskemptengermany,"Benedictines (Kempten, Germany)",noonie86
howardfulkegrevilled1846,"Howard, Fulke Greville, d. 1846",Provenance Online Project
nightingalemariaaj,"Nightingale, Maria A. J.",Provenance Online Project
gc55a100556e1586,GC55 A100 556e 1586,Provenance Online Project
buongabrielfl15581595,"Buon, Gabriel, fl. 1558-1595",noonie86
deerskinbindings,Deerskin bindings,Provenance Online Project
senfftmoritz,"Senfft, Moritz",Provenance Online Project
gc7a100705l,GC7 A100 705l,Provenance Online Project
duprégalliotd1561,"Du Pré, Galliot, d. 1561",miglpenn
vg,VG,Provenance Online Project
monferrato,Monferrato,Provenance Online Project
landesbibliothekgotha,Landesbibliothek Gotha,miglpenn
riheljosiasdca1597,"Rihel, Josias, d. ca. 1597",ebroadwe
eca100629rc,EC A100 629rc,Provenance Online Project
dutchcultureclasscollection,Dutch Culture Class Collection,Provenance Online Project
1690s,1690s,Provenance Online Project
ic55t1856580g1581dcopy2,IC55 T1856 580g 1581d copy 2,Provenance Online Project
swc55st936592c,SwC55 St936 592c,Provenance Online Project
santamariainmonticellichurchromeitaly,"Santa Maria in Monticelli (Church : Rome, Italy)",Provenance Online Project
ec7l2913698h,EC7 L2913 698h,Provenance Online Project
sancarloborromeoincolledimugello,San Carlo Borromeo in Colle di Mugello,Provenance Online Project
ec7a100743e,EC7 A100 743e,Provenance Online Project
rome,Rome,Provenance Online Project
luccaitaly,Lucca (Italy),noonie86
imperialigiusepperenato16511737,"Imperiali, Giuseppe Renato, 1651-1737",Provenance Online Project
wagnerjohann,"Wagner, Johann",ebroadwe
fc6g1838649a,FC6 G1838 649a,Provenance Online Project
grcar466s523g,GrC Ar466 S523g,Provenance Online Project
clarkcharles18061880,"Clark, Charles, 1806-1880",miglpenn
celsilorenzo,"Celsi, Lorenzo",adicel79
istcib01227000,ISTC ib01227000,ebroadwe
theoricamusicae,Theorica musicae,ebroadwe
stiftellwangen,Stift Ellwangen,ebroadwe
latcv5874ei31566,LatC V5874 Ei3 1566,Provenance Online Project
latcv5874ei31564,LatC V5874 Ei3 1564,Provenance Online Project
latcv5874ei31560,LatC V5874 Ei3 1560,Provenance Online Project
valieragostino15301606,"Valier, Agostino, 1530-1606",adicel79
grcae880549f,GrC Ae880 549f,Provenance Online Project
clifftonmrs,"Cliffton, Mrs.",Provenance Online Project
gc5a100537s2,GC5 A100 537s2,Provenance Online Project
estiennehenrysieurdesfossez,"Estienne, Henry, sieur des Fossez",Provenance Online Project
1775,1775,Provenance Online Project
1774,1774,Provenance Online Project
ec6h1435608e,EC6 H1435 608e,Provenance Online Project
1776,1776,Provenance Online Project
1771,1771,Provenance Online Project
1770,1770,Provenance Online Project
1773,1773,Provenance Online Project
1772,1772,Provenance Online Project
1779,1779,Provenance Online Project
1778,1778,Provenance Online Project
ic55c2868p586b,IC55 C2868P 586b,Provenance Online Project
dettefrederick,"Dette, Frederick",ebroadwe
libreriaeditriceadraghipadovaitaly,"Libreria editrice A. Draghi (Padova, Italy)",adicel79
censorship,Censorship,Provenance Online Project
gc5l6344523l,GC5 L6344 523l,Provenance Online Project
pondm,"Pond(?), M(?)",ebroadwe
sc6al248606o1674foliocopy2,SC6 Al248 606o 1674 Folio copy 2,Provenance Online Project
istcii00069000,ISTC ii00069000,ebroadwe
giovannibattistasessafratelli,Giovanni Battista Sessa & fratelli,adicel79
istcih00010550,ISTC ih00010550,ebroadwe
sutorispetrus,"Sutoris, Petrus",ebroadwe
ec6m6427671p1772,EC6 M6427 671p 1772,Provenance Online Project
ic5l5226533t1550,IC5 L5226 533t 1550,Provenance Online Project
ic6t2815659p1671,IC6 T2815 659p 1671,Provenance Online Project
pannartzarnoldapproximately1478,"Pannartz, Arnold, -approximately 1478",Provenance Online Project
costadellatrinità,Costa della Trinità,noonie86
bibliothèquedegarnison,Bibliothèque de Garnison,Provenance Online Project
ronconiercole16001699,"Ronconi, Ercole, 1600-1699",adicel79
ic5t7387529d,IC5 T7387 529d,Provenance Online Project
thorpethomas1874,"Thorpe, Thomas, -1874",Provenance Online Project
istciv00176000,ISTC iv00176000,ebroadwe
1551,1551,ebroadwe
1550,1550,ebroadwe
incp952,Inc P-952,Provenance Online Project
1552,1552,ebroadwe
1555,1555,Provenance Online Project
1554,1554,ebroadwe
1557,1557,ebroadwe
1556,1556,Kenan Jaffe
frogs,Frogs,Provenance Online Project
1558,1558,noonie86
incn132folio,Inc N-132 Folio,Provenance Online Project
strasserchristophorus,"Strasser, Christophorus",Provenance Online Project
latcl7649ei540n1547folio,LatC L7649 Ei540n 1547 Folio,Provenance Online Project
dormerannasophiad1685,"Dormer, Anna Sophia, d. 1685",adicel79
grcap492ek592b,GrC Ap492 Ek592b,Provenance Online Project
angelicograssi,Angelico Grassi,adicel79
duruhippolyted1884,"Duru, Hippolyte, d. 1884",adicel79
freigjohannesthomas15431583,"Freig, Johannes Thomas, 1543-1583",ebroadwe
capponiluigi15831659,"Capponi, Luigi, 1583-1659",adicel79
gc6c8687611g,GC6 C8687 611g,Provenance Online Project
latcc2994550b,LatC C2994 550b,Provenance Online Project
bees,Bees,ebroadwe
monasticinscription,monastic inscription,Provenance Online Project
amorbachgermany,Amorbach (Germany),Provenance Online Project
lundsweden,Lund (Sweden),ebroadwe
acciaiuolitoriglioni,Acciaiuoli Toriglioni,Provenance Online Project
ac7m3423787a,AC7 M3423 787a,Provenance Online Project
montsainteodilemonasterysainteodilefrance,"Mont Sainte-Odile (Monastery : Sainte-Odile, France)",ebroadwe
chryslerwalterpwalterpercy19091988,"Chrysler, Walter P. (Walter Percy), 1909-1988",Provenance Online Project
ic5b4479578d,IC5 B4479 578d,Provenance Online Project
kedelleantonioseabra,"Kedelle, Antonio Seabra",Provenance Online Project
francsicaninscriptions,Francsican inscriptions,noonie86
cornwalljohn18261860,"Cornwall, John, 1826-1860",Provenance Online Project
ic55c1724588i,IC55 C1724 588i,Provenance Online Project
apgl,A. P. G. L.,Provenance Online Project
drakefrançois,"Drake, François",Provenance Online Project
boyle5404b69961671,Boyle 540.4 B699.6 1671,Provenance Online Project
sweden,Sweden,Provenance Online Project
hbh,H B H,Provenance Online Project
rehlingerkonrad1553,"Rehlinger, Konrad, -1553",ebroadwe
conventodisangirolamoingubbio,Convento di San Girolamo in Gubbio,Provenance Online Project
ec85g4478894i1911,EC85 G4478 894i 1911,Provenance Online Project
apiariusmathiasapproximately15001554,"Apiarius, Mathias, approximately 1500-1554",Provenance Online Project
ludwigiiidukeofwürttemberg15541593,"Ludwig III, Duke of Württemberg, 1554-1593",ebroadwe
pc65m2716eg688a,PC65 M2716 Eg688a,Provenance Online Project
ec6d2727656s1663b,EC6 D2727 656s 1663b,Provenance Online Project
latcau455271579,LatC Au455.27 1579,Provenance Online Project
ic6b8716608a,IC6 B8716 608a,Provenance Online Project
istcis00311000,ISTC is00311000,ebroadwe
ic55d7177549d,IC55 D7177 549d,Provenance Online Project
gc55a100563t,GC55 A100 563t,Provenance Online Project
fc6sa222c643o,FC6 Sa222 C643o,Provenance Online Project
couventsaintecatherineduvaldesécoliers,Couvent Sainte-Catherine-du-Val-des-Écoliers,adicel79
ic55b4375583v,IC55 B4375 583v,Provenance Online Project
ic55t1856600m1608b,IC55 T1856 600m 1608b,Provenance Online Project
noldefriedrichwilhelm17161786,"Nolde, Friedrich Wilhelm, 1716-1786",Provenance Online Project
ic5l6169526t,IC5 L6169 526t,Provenance Online Project
fc6b6328658i,FC6 B6328 658i,Provenance Online Project
ic55p1416554d1557,IC55 P1416 554d 1557,Provenance Online Project
ic5m7144525b,IC5 M7144 525b,Provenance Online Project
gc55a100563n,GC55 A100 563n,Provenance Online Project
bibliothecacollegiisspaulietbarnabaemediolani,Bibliotheca Collegii S.S. Pauli et Barnabae Mediolani,Provenance Online Project
ic5g2827546c1548,IC5 G2827 546c 1548,Provenance Online Project
zainergünther1478,"Zainer, Günther, -1478",ebroadwe
incv40folio,Inc V-40 Folio,Provenance Online Project
bellerophongreekmythology,Bellerophon (Greek mythology),ebroadwe
antoniusmarcus8330bc,"Antonius, Marcus, 83?-30 B.C.",Provenance Online Project
tarquiniuscollatinuslucius,"Tarquinius Collatinus, Lucius",ebroadwe
tpayneandson,T. Payne and Son,ebroadwe
nicefrance,Nice (France),Provenance Online Project
arienzoitaly,Arienzo (Italy),adicel79
gc5g2733540f,GC5 G2733 540f,Provenance Online Project
cerappaportfirm,C.E. Rappaport (Firm),noonie86
meisteraloys18661925,"Meister, Aloys, 1866-1925",Provenance Online Project
fc55a100560d,FC55 A100 560d,Provenance Online Project
avicenna,Avicenna,ebroadwe
mintogilbertelliotlord16931766,"Minto, Gilbert Elliot, Lord, 1693-1766",miglpenn
smithbartholomewdeeked1828,"Smith, Bartholomew Deeke, d. 1828",noonie86
heroldjohann,"Herold, Johann",ebroadwe
charlesiikingoffrance823877,"Charles II, King of France, 823-877",Provenance Online Project
ecsa145472d1534,EC Sa145 472d 1534,Provenance Online Project
pasqualibusperegrinusdebononiensisactive15thcentury,"Pasqualibus, Peregrinus de, Bononiensis, active 15th century",Provenance Online Project
sc6c2656617t,SC6 C2656 617t,Provenance Online Project
aureliusfranciscusdaniel,"Aurelius, Franciscus Daniel",Provenance Online Project
gc5h1173518e,GC5 H1173 518e,Provenance Online Project
istcia01232000,ISTC ia01232000,ebroadwe
binders,Binders,Provenance Online Project
luciusjacobca15301597,"Lucius, Jacob, ca. 1530-1597",ebroadwe
adamsthomasrandolph19212008,"Adams, Thomas Randolph, 1921-2008",ebroadwe
eckhartjohannfl15211526,"Eckhart, Johann, fl. 1521-1526",ebroadwe
heitzfernand18911963,"Heitz, Fernand, 1891-1963",Provenance Online Project
ec6m6427667p1759,EC6 M6427 667p 1759,Provenance Online Project
lauraguaislouisléonfélicitécomtede17331824,"Lauraguais, Louis-Léon-Félicité, comte de, 1733-1824",noonie86
gc6c1397601p,GC6 C1397 601p,Provenance Online Project
ec6m6427667p1755,EC6 M6427 667p 1755,Provenance Online Project
gc5b6334515l,GC5 B6334 515l,Provenance Online Project
hertfordcollegeuniversityofoxford,Hertford College (University of Oxford),ebroadwe
olivetanstamps,Olivetan stamps,noonie86
mayer,Mayer,Provenance Online Project
gc5f1144551r,GC5 F1144 551r,Provenance Online Project
fc75f8448box2no26,FC75 F8448 box 2 no. 26,Provenance Online Project
christiearchibaldh,"Christie, Archibald H.",Provenance Online Project
sc6c2545602c,SC6 C2545 602c,Provenance Online Project
ic65b4576675s,IC65 B4576 675s,Provenance Online Project
gc5h4699539p1546,GC5 H4699 539p 1546,Provenance Online Project
ambrosesaintbishopofmiland397,"Ambrose, Saint, Bishop of Milan, d. 397",ebroadwe
kraushanspeter19071988,"Kraus, Hans Peter, 1907-1988",ebroadwe
ic55g9168572d1586,IC55 G9168 572d 1586,Provenance Online Project
incg28folio,Inc G-28 Folio,Provenance Online Project
opsromandeity,Ops (Roman deity),ebroadwe
gc5aq224533v,GC5 Aq224 533v,Provenance Online Project
smithelderandco,"Smith, Elder, and Co.",ebroadwe
aldersbachgermany,Aldersbach (Germany),ebroadwe
grcd6213ef546t,GrC D6213 Ef546t,Provenance Online Project
dorothysaintd311,"Dorothy, Saint, d. 311",ebroadwe
zittaugermany,Zittau (Germany),ebroadwe
ic5c2602eg670s,IC5 C2602 Eg670s,Provenance Online Project
schleswigholsteinchristianvon18311917,"Schleswig-Holstein, Christian von, 1831-1917",Provenance Online Project
fedelecesare,"Fedele, Cesare",noonie86
hamiltonnewburgh16911761,"Hamilton, Newburgh, 1691-1761",adicel79
mcleishgeorgey,"McLeish, George Y.",ebroadwe
pepperwilliam,"Pepper, William",Provenance Online Project
ic55c2868p563b1596,IC55 C2868P 563b 1596,Provenance Online Project
ic5m5195563d,IC5 M5195 563d,Provenance Online Project
gc5ec510525e1535,GC5 Ec510 525e 1535,Provenance Online Project
fc65p2737665i,FC65 P2737 665i,Provenance Online Project
sententiarumlibriiv,Sententiarum libri IV,ebroadwe
grcar466ef251575,GrC Ar466 Ef25 1575,Provenance Online Project
grct4126ef596e,GrC T4126 Ef596e,Provenance Online Project
weselgermany,Wesel (Germany),Provenance Online Project
bulgarinusfranciscus,"Bulgarinus, Franciscus",Provenance Online Project
matteimario17921870,"Mattei, Mario, 1792-1870",adicel79
ic5ur78549e,IC5 Ur78 549e,Provenance Online Project
medinaceliysantisteban,Medinaceli y Santisteban,adicel79
incv112,Inc V-112,Provenance Online Project
sc55c2648570v,SC55 C2648 570v,Provenance Online Project
ic6m3199632f,IC6 M3199 632f,Provenance Online Project
gc55n1700583c1588,GC55 N1700 583c 1588,Provenance Online Project
preservantia,Preservantia,Provenance Online Project
